date,2016-04-01 00:00:00,2016-04-02 00:00:00,2016-04-03 00:00:00,2016-04-04 00:00:00,2016-04-05 00:00:00,2016-04-06 00:00:00,2016-04-07 00:00:00,2016-04-08 00:00:00,2016-04-09 00:00:00,2016-04-10 00:00:00,2016-04-11 00:00:00,2016-04-12 00:00:00,2016-04-13 00:00:00,2016-04-14 00:00:00,2016-04-15 00:00:00,2016-04-16 00:00:00,2016-04-17 00:00:00,2016-04-18 00:00:00,2016-04-19 00:00:00,2016-04-20 00:00:00,2016-04-21 00:00:00,2016-04-22 00:00:00,2016-04-23 00:00:00,2016-04-24 00:00:00,2016-04-25 00:00:00,2016-04-26 00:00:00,2016-04-27 00:00:00,2016-04-28 00:00:00,2016-04-29 00:00:00,2016-04-30 00:00:00,2016-05-01 00:00:00,2016-05-02 00:00:00,2016-05-03 00:00:00,2016-05-04 00:00:00,2016-05-05 00:00:00,2016-05-06 00:00:00,2016-05-07 00:00:00,2016-05-08 00:00:00,2016-05-09 00:00:00,2016-05-10 00:00:00,2016-05-11 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,2016-05-14 00:00:00,2016-05-15 00:00:00,2016-05-16 00:00:00,2016-05-17 00:00:00,2016-05-18 00:00:00,2016-05-19 00:00:00,2016-05-20 00:00:00
A023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A024,19345,13981,12533,20295,18002,12869,12847,16347,13928,5084,10937,17385,20245,16851,19483,12043,13692,18453,20271,20283,15346,14998,12725,10376,22216,23322,19310,18559,16835,11391,9312,21539,20157,13493,6646,8149,10845,6933,21170,187,9860,19996,17433,1794,21834,19391,24629,15132,10210,20752
A025,20103,18365,10872,25370,21489,15047,27216,30282,29235,14174,24696,18134,31148,21809,26275,19665,27305,20764,22111,16229,25090,22562,20496,11152,26035,23220,19108,18262,18658,22542,20332,21045,19030,20966,20435,25205,6470,0,21321,24170,22008,26326,27704,38608,13647,27729,30683,17491,27404,25332
A026,11393,10558,9819,18007,28575,25651,30469,24487,23829,21018,17869,15235,25973,12407,20586,29117,31812,24024,19277,23613,31888,30282,31421,23181,26657,22706,21748,9783,18233,15073,21815,15979,18808,25057,20955,22346,15687,5914,18158,25906,15330,28263,23651,16458,15030,33414,20187,28516,25021,19105
A027,6727,7184,4984,24197,19971,10959,11528,15340,17654,8810,9362,11573,986,13483,4177,11378,179,12203,8382,9054,17440,11797,7345,9992,9984,7644,15028,8328,1166,5215,7038,8919,15281,9532,13514,11083,5251,3430,6972,10368,426,9673,11798,1699,4449,12038,9947,9129,7623,4420
A028,8873,11105,3040,15469,7124,12119,9412,10477,15003,5381,7728,12955,16894,9523,4156,1398,10236,15482,9399,7065,5044,6303,9632,2782,6215,5814,9745,11396,11829,8699,4009,13214,12960,18695,10459,13448,4545,6007,7138,4010,7128,217,5358,7551,3040,18017,1095,82,5710,8440
A029,10326,10315,3817,14038,20543,10103,22487,11410,35277,27160,15592,27723,10756,30591,21411,844,20497,5346,20236,20976,8914,26188,21510,12875,20745,5462,327,1924,7983,6407,565,20496,86,19873,20428,24532,1480,0,19034,4,0,12135,19963,439,178,286,21214,4790,99,8921
A030,1180,11281,4349,14567,5113,15146,14472,15600,2565,11600,14584,15448,20023,12036,7411,2020,5633,9366,11011,12300,13424,3579,2482,4172,9993,21072,6178,11314,9359,4263,12992,8528,4160,6486,792,5864,14050,16779,9642,4680,13106,9891,275,14444,14391,6917,9547,13310,14111,6242
A031,24562,4418,2926,11600,20379,9167,20080,23574,10431,4780,7964,9578,2663,13953,13979,2850,10306,8042,10289,19130,23017,14316,9363,6902,6044,13710,5443,1762,10556,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A032,16016,21050,15093,12533,16975,15873,16785,25007,11384,11255,15527,13957,20923,16509,17780,7655,13003,11503,13265,14632,15173,12657,11407,15726,12622,12087,18124,12252,14823,16507,14011,7720,16552,12422,12227,4978,8225,10712,18155,17791,15529,19616,7064,9527,20790,15514,16500,19006,20922,13552
A033,16256,20429,6360,31950,23337,16048,17028,15103,11161,9669,9439,16900,17693,16932,14206,16613,12663,14955,15334,15532,6722,2288,7917,11879,13613,12460,19744,8435,5464,8785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A034,7850,5013,3937,23282,10569,9766,10823,15938,7052,2631,7084,12016,5933,15866,203,11559,522,8125,13087,11359,20104,2359,5071,830,7040,9461,14759,14787,669,13848,101,8098,12039,13294,5305,2564,0,2135,4710,8968,6619,11514,4935,1428,4157,39,262,26,150,0
A035,8575,11421,6805,9653,11346,7539,19113,8958,12386,3555,9506,14795,8653,15278,10795,7886,3885,13660,11586,5958,5967,11556,6750,11202,12455,15720,8329,12130,12082,4448,11294,11818,13942,11415,5541,610,9210,6258,12454,13416,9055,7092,7457,6221,9275,10065,19975,13799,12210,10484
A036,7174,1963,1751,9374,7440,5717,12710,13037,4262,2849,8342,8554,4929,6004,11696,5580,2348,10162,9651,5968,5696,8520,1511,2697,9576,8905,5388,5854,9961,5513,7161,10315,7892,8312,0,5104,2327,0,0,0,0,0,0,0,0,0,0,0,0,0
A037,15654,8358,1059,15038,11730,9162,15191,16331,4739,1258,8541,12259,4189,11053,5040,4749,7026,6618,10781,9912,7525,4509,3915,6278,9993,11856,8209,10925,7506,2408,829,6683,12770,7497,1657,593,1560,3911,15620,9005,6711,13471,14221,4700,8018,10113,11698,10506,13357,8621
A038,365,15089,12690,42083,16118,15027,22273,24583,30944,10270,14756,13460,29915,16703,23523,10943,11158,11477,14697,2813,2619,9664,21039,16931,12976,22336,15438,12834,10319,28394,8284,15549,20852,17182,4782,14117,3543,21574,14292,6819,12765,19642,2996,6329,19086,29736,9378,17984,21078,17859
A039,3384,6557,6926,12395,15011,14795,16552,23211,20780,13590,12752,14882,12130,16012,10105,8276,9457,14618,11615,11973,7707,3646,8762,11046,13748,10036,9922,16510,21714,8084,9662,16958,10158,11349,14955,18566,762,0,8597,11445,7970,9335,4932,4441,3062,17116,12633,11266,11235,12819
A040,13211,26412,15071,22611,12515,9327,22182,25183,29336,14029,21977,15192,17998,18940,19353,22472,22026,16413,12052,17449,20268,10190,21443,10783,14123,10981,11355,12021,10777,12465,11912,18034,8790,11177,10580,11811,19651,5356,10407,13308,12709,9597,10600,10179,6188,9046,14129,5332,14372,6105
A041,13942,2227,1821,11358,10011,14854,11783,11100,6761,825,7871,10663,5088,10713,12746,7143,571,7310,11184,10458,8791,8052,1469,10059,10000,10655,9686,12491,7293,7379,4003,4160,10830,10015,1470,5188,5504,10003,5632,8457,12040,9534,7675,7066,7610,5880,9717,13162,10827,6859
A042,18242,10028,12519,10363,21024,23608,15171,16947,18976,13653,10881,15650,7093,12439,18247,7043,14273,10687,10615,16041,13703,12303,10016,12590,12930,13220,6309,12245,15707,13347,7444,9086,14202,11200,9011,8234,11148,9357,13745,11926,6988,9664,0,4525,1070,6814,6224,13113,9007,5460
A043,23392,29408,16630,16480,28619,25198,20403,19953,25333,14351,22286,24824,13787,12507,14686,27326,29033,3606,17922,23472,27443,23483,17334,19234,7755,17626,13952,18311,10000,22592,25646,20542,4667,21056,34499,42330,16263,31946,23235,15369,16630,15511,11066,44756,16782,10269,9262,7515,11708,8338
