date,2016-04-01 00:00:00,2016-04-02 00:00:00,2016-04-03 00:00:00,2016-04-04 00:00:00,2016-04-05 00:00:00,2016-04-06 00:00:00,2016-04-07 00:00:00,2016-04-08 00:00:00,2016-04-09 00:00:00,2016-04-10 00:00:00,2016-04-11 00:00:00,2016-04-12 00:00:00,2016-04-13 00:00:00,2016-04-14 00:00:00,2016-04-15 00:00:00,2016-04-16 00:00:00,2016-04-17 00:00:00,2016-04-18 00:00:00,2016-04-19 00:00:00,2016-04-20 00:00:00,2016-04-21 00:00:00,2016-04-22 00:00:00,2016-04-23 00:00:00,2016-04-24 00:00:00,2016-04-25 00:00:00,2016-04-26 00:00:00,2016-04-27 00:00:00,2016-04-28 00:00:00,2016-04-29 00:00:00,2016-04-30 00:00:00,2016-05-01 00:00:00,2016-05-02 00:00:00,2016-05-03 00:00:00,2016-05-04 00:00:00,2016-05-05 00:00:00,2016-05-06 00:00:00,2016-05-07 00:00:00,2016-05-08 00:00:00,2016-05-09 00:00:00,2016-05-10 00:00:00,2016-05-11 00:00:00,2016-05-12 00:00:00,2016-05-13 00:00:00,2016-05-14 00:00:00,2016-05-15 00:00:00,2016-05-16 00:00:00,2016-05-17 00:00:00,2016-05-18 00:00:00,2016-05-19 00:00:00,2016-05-20 00:00:00
A030,12780000,25560000,17040000,20220000,29580000,40980000,20040000,17880000,16860000,25740000,12180000,14100000,5220000,17220000,16620000,20820000,26460000,6420000,11280000,32460000,17460000,27420000,20280000,9540000,27060000,23460000,11340000,12300000,13500000,15960000,10980000,23640000,29100000,14460000,38880000,31260000,4860000,18240000,9900000,0,0,0,0,0,0,0,0,0,0,0
A031,18900000,14700000,4140000,20520000,21000000,21660000,34620000,20760000,21660000,38100000,24000000,29580000,20520000,17460000,17520000,18540000,16440000,43680000,25980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A032,26400000,26520000,27780000,27840000,26880000,24900000,25140000,24960000,25560000,27720000,25800000,24900000,23820000,25800000,27000000,28020000,25020000,22020000,18660000,22200000,23700000,24660000,17580000,27060000,24840000,24780000,23400000,24540000,21420000,17820000,21900000,24960000,25440000,21480000,27900000,29100000,19860000,28260000,20400000,25380000,33060000,25260000,23880000,18420000,25500000,25860000,25500000,25440000,26160000,21660000
A033,19440000,22500000,20100000,26340000,10680000,35700000,30120000,27300000,18720000,23940000,16860000,28620000,29040000,25380000,15120000,17460000,11700000,30120000,32340000,23580000,20700000,19560000,16980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A034,29820000,14040000,30240000,40980000,12960000,22200000,28020000,28080000,35100000,11340000,32280000,20460000,27180000,19920000,34260000,28200000,30900000,27000000,20100000,13980000,26700000,34200000,31980000,31200000,21420000,23400000,23040000,27900000,32940000,19620000,43860000,29760000,21120000,24240000,36000000,22380000,20280000,15660000,29520000,0,0,0,0,0,0,0,0,0,0,0
A035,17880000,19200000,20520000,27540000,32100000,33540000,18480000,20520000,33660000,26400000,18600000,21600000,31980000,13440000,20640000,28380000,31200000,23820000,10260000,9660000,24840000,14160000,35880000,16800000,20220000,23580000,13380000,50220000,21180000,27060000,11460000,36840000,6120000,16620000,23700000,21360000,5640000,0,0,0,0,0,0,0,0,0,0,0,0,0
A036,29220000,32400000,30720000,25440000,29220000,27720000,25800000,33180000,26040000,22320000,29100000,22080000,28440000,28320000,25320000,30660000,23220000,24780000,26520000,23040000,26940000,28440000,31920000,22560000,24000000,25320000,20820000,27480000,31620000,31380000,22500000,27900000,28380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A037,21360000,40800000,25080000,31140000,25800000,19680000,28080000,30540000,15660000,30240000,23700000,23220000,20940000,26940000,33780000,37020000,18360000,15420000,18480000,12300000,28920000,25260000,31800000,23820000,23100000,28680000,22620000,30420000,19740000,32760000,25140000,28980000,29040000,35280000,31920000,35520000,19200000,25620000,30720000,18480000,5580000,25680000,31080000,21300000,29700000,28860000,26880000,31020000,0,0
A038,6240000,15420000,24660000,17040000,3660000,20640000,19680000,37200000,15000000,10020000,21300000,22320000,23400000,20040000,24060000,17400000,19380000,34200000,22500000,30720000,23220000,8580000,8400000,32460000,19620000,36780000,19260000,5100000,24480000,31140000,35160000,5400000,18480000,29220000,12540000,21840000,16920000,17580000,20400000,6960000,26820000,0,0,0,0,0,0,0,0,0
A039,26040000,10680000,20100000,22680000,16260000,24540000,3780000,19620000,12240000,17640000,4140000,10320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A040,14700000,24240000,21840000,20640000,18420000,18120000,28140000,21840000,25980000,18720000,11760000,18240000,26700000,22980000,24600000,21420000,21180000,27360000,25440000,29100000,19440000,16500000,22500000,22020000,20880000,20340000,23100000,13140000,17700000,25800000,22860000,27120000,17880000,27480000,20220000,22440000,22200000,20040000,23340000,8640000,0,0,0,0,0,0,0,0,0,0
A041,18480000,29280000,22560000,23640000,17460000,15600000,21240000,22680000,22380000,34560000,28860000,19320000,26340000,23460000,17340000,24660000,24840000,24360000,15120000,14280000,21780000,12000000,26940000,15720000,15840000,14640000,13200000,13020000,20760000,27300000,22260000,29100000,20400000,25740000,23460000,22680000,24540000,12780000,23100000,15960000,17400000,20280000,20700000,23340000,19860000,30780000,20220000,14700000,25260000,24960000
A042,25740000,27300000,33180000,18720000,18840000,20640000,26040000,38820000,19080000,22980000,18360000,41940000,21600000,21540000,25680000,23280000,30180000,14220000,27960000,33300000,13260000,31260000,22200000,26880000,13500000,37860000,13680000,20280000,25980000,35760000,33840000,20280000,21960000,37260000,29400000,12240000,16860000,26520000,42000000,0,0,0,0,0,0,0,0,0,0,0
A043,27540000,21840000,16320000,27840000,23700000,32640000,26040000,25200000,25380000,19440000,27060000,24360000,22140000,24300000,22380000,14640000,4440000,22380000,25620000,16620000,17520000,23940000,22500000,20460000,19440000,18060000,16860000,13680000,34620000,23820000,10860000,28860000,24300000,25080000,18840000,30960000,26460000,23400000,25440000,25440000,30660000,25680000,22980000,19380000,15240000,5580000,25980000,25800000,11100000,0
A044,25020000,27240000,20040000,18000000,18000000,16020000,26280000,27420000,27840000,23820000,14700000,26940000,14760000,26400000,24780000,28920000,22320000,9780000,16860000,19440000,29220000,23280000,26820000,7020000,8700000,21420000,15360000,35040000,27240000,12600000,16140000,24540000,23400000,15180000,28740000,24480000,20820000,16740000,13620000,12960000,17880000,0,0,0,0,0,0,0,0,0
A045,20160000,17640000,31260000,21720000,30300000,16860000,33120000,26280000,23580000,35640000,29880000,18120000,30240000,21120000,35460000,23160000,35400000,31440000,25380000,40920000,28260000,16260000,11640000,39180000,18780000,31740000,11820000,25200000,27540000,18000000,31020000,38340000,10320000,26040000,37560000,26340000,37680000,20520000,21780000,27720000,28320000,19380000,20280000,18660000,27420000,24900000,0,0,0,0
A046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A047,18900000,42720000,27960000,21480000,14340000,23820000,26880000,20160000,23220000,40440000,25200000,36240000,22860000,32340000,19080000,34500000,25200000,25560000,35520000,30300000,31740000,19860000,26820000,29280000,30660000,31980000,29280000,26040000,24240000,31200000,30780000,20460000,26160000,38940000,32640000,36060000,20700000,15360000,30600000,20580000,27720000,24960000,17700000,33840000,39900000,28320000,23160000,41760000,23820000,21600000
A048,15600000,20340000,30660000,16680000,18120000,20340000,19200000,14040000,26820000,24120000,20460000,25680000,25980000,19860000,26760000,22620000,21120000,22080000,16500000,21780000,18780000,19320000,23580000,17340000,23520000,23760000,17160000,22680000,8340000,17040000,19740000,32520000,23160000,13080000,26460000,23880000,25860000,26580000,16920000,21360000,32340000,22500000,21900000,24240000,22560000,19560000,0,0,0,0
A049,45600000,19200000,29820000,23940000,18480000,17700000,18480000,20760000,15540000,51420000,20700000,22560000,30780000,21660000,33600000,28860000,24240000,12660000,19800000,16800000,18900000,57720000,33360000,19560000,14760000,24660000,15000000,18900000,43140000,47160000,19800000,19860000,17340000,21960000,23160000,40380000,33720000,25440000,24420000,19680000,12840000,12720000,44460000,37320000,34200000,18180000,20820000,21360000,20040000,62400000
A050,31560000,24000000,8580000,30060000,24060000,15780000,14580000,28800000,19020000,26760000,32400000,22860000,20280000,32460000,37680000,17460000,4740000,25500000,25980000,18000000,34980000,45000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A052,30720000,29520000,22440000,11880000,22380000,23760000,25920000,22380000,33660000,39660000,20400000,21780000,21900000,18420000,22740000,23700000,16680000,26160000,31560000,31020000,25980000,23340000,28320000,29700000,18600000,21360000,21780000,7680000,37200000,32400000,37020000,15240000,30300000,23460000,20400000,34560000,26400000,21120000,13260000,29820000,25680000,17460000,26160000,34500000,25260000,20340000,23220000,17880000,23220000,0
A053,22560000,29160000,24060000,32100000,29880000,32460000,25440000,30900000,8220000,43200000,29400000,21300000,26100000,37140000,27600000,16680000,39780000,34320000,30660000,18840000,34920000,27960000,5640000,21180000,35160000,33300000,27180000,23760000,27660000,33720000,30120000,23880000,21900000,33720000,46980000,34080000,22020000,26100000,0,0,0,0,0,0,0,0,0,0,0,0
A054,14220000,17040000,36000000,40680000,32640000,23940000,5280000,21780000,26100000,19320000,8460000,44580000,7140000,24540000,35340000,12240000,25560000,8520000,20760000,13920000,35340000,23400000,14340000,19440000,12060000,20880000,16380000,37680000,13680000,31560000,16260000,23400000,12180000,13980000,41820000,35880000,15660000,17160000,24720000,20040000,28920000,22860000,27060000,28680000,19260000,17340000,17340000,18240000,0,0
A055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A056,25260000,26700000,14880000,25200000,29940000,14700000,18360000,28920000,19440000,21960000,14100000,4140000,21360000,25860000,23760000,12060000,12420000,21420000,29100000,26340000,18780000,26100000,29880000,9900000,40380000,22860000,26280000,14760000,23820000,12600000,18840000,42840000,23100000,18240000,30240000,15360000,5280000,17760000,19320000,26700000,18240000,6720000,27840000,0,0,0,0,0,0,0
A057,37920000,25680000,33960000,24360000,21000000,30900000,41160000,22860000,33720000,25020000,34980000,33480000,30600000,15900000,24480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A058,26340000,29700000,36000000,26100000,24360000,28020000,23280000,24660000,21420000,26640000,19980000,33060000,28140000,15060000,29820000,29640000,32340000,22140000,24180000,24660000,15300000,25320000,38100000,27360000,34500000,20880000,22860000,24120000,24960000,34620000,34800000,25140000,26460000,20400000,37140000,12240000,33600000,37500000,18660000,22560000,25080000,22800000,25440000,30120000,26280000,22080000,22500000,0,0,0
A059,27540000,9120000,28500000,28560000,31020000,22920000,22860000,8160000,10920000,22620000,21600000,30300000,41280000,22560000,31560000,25380000,22320000,3780000,20880000,26100000,4920000,53520000,24480000,24840000,5580000,13620000,34380000,22980000,27420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A060,21300000,40620000,37380000,26160000,29040000,25860000,23460000,25800000,24780000,22740000,22860000,22680000,19380000,21540000,27060000,33780000,26820000,25380000,25260000,28200000,20820000,24840000,29040000,29700000,25500000,26880000,24180000,16440000,24180000,37920000,21180000,20280000,27420000,14760000,28560000,25440000,20940000,23400000,34200000,0,0,0,0,0,0,0,0,0,0,0
A061,9420000,24300000,27000000,23760000,37380000,16440000,31020000,26280000,23760000,19440000,32700000,15720000,27840000,17940000,39240000,7860000,30540000,17640000,46080000,39000000,19800000,14880000,23580000,12840000,12180000,21600000,14580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A062,19020000,16020000,23580000,19920000,21780000,13860000,28680000,15600000,27900000,14820000,23280000,14880000,24240000,10860000,26160000,15300000,19620000,29580000,23700000,17700000,19440000,24540000,20340000,20760000,11880000,31500000,23220000,26880000,26700000,23640000,24840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063,19440000,22500000,26340000,10680000,35700000,30120000,27300000,18720000,23940000,16860000,28620000,29040000,25380000,15120000,17460000,11700000,30120000,32340000,23580000,20700000,19560000,16980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065,33180000,31440000,34080000,14220000,25200000,26160000,29340000,32880000,21780000,30060000,25980000,38820000,27720000,36600000,22020000,26880000,23580000,20100000,24660000,42900000,31140000,27900000,25680000,26940000,10980000,31620000,23220000,30900000,34800000,27600000,28980000,51060000,35700000,30900000,30660000,34800000,24600000,21600000,25320000,27240000,39120000,24180000,29700000,15660000,31560000,25680000,32580000,0,0,0
A066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
